"","id","section_id","name"
"62",25979765771671,25974298763543,"ZOOM"
"63",25975126268439,25974298763543,"Tech Decomissioning / Recycling / Disposal"
"64",25975000920983,25974298763543,"Laptops"
"65",25974624813463,25974298763543,"BTS Bureau of Technology Services Help Desk"
"66",25974487793943,25974298763543,"Tech Request Form"
"67",25974461031319,25974298763543,"AV Equipment in meeting rooms"
"68",25973796506135,24964234765591,"Packages"
"69",25973124545815,26938258342167,"Info on PP&R Early Registration Pilot Program"
"70",25947704650263,24571217606807,"Root Pruning Permits"
"71",25926330245655,25926241458967,"Inventory tracking"
"72",25926171288087,24964234765591,"How to request / Administrative Request Form"
"73",25926110854935,24964234765591,"Account Logins"
"74",25926030671255,24964234765591,"PSU Parking Validation Invoices"
"75",25925978419735,24964234765591,"P-Card receipts and reports"
"76",25925818368535,24964234765591,"Setting up a new P-Card"
"77",25925625564439,24965817753239,"Interoffice codes"
"78",25846262950423,25815509168791,"How to Closeout Pending Tickets"
"79",25845880596887,25815509168791,"How to Merge Tickets"
"80",25840282714391,25815509168791,"How to Respond to Intakes"
"81",25711096151447,27119440166679,"Garbage (Trash), Recycling, Composting, and Waste Management: Overview"
"82",25506901805335,24944436402071,"Legal Holds"
"83",25430296785687,26938290395415,"Swimming Pools and Aquatics Program: Portland Parks & Recreation (PP&R)"
"84",25258735690391,4403569046167,"DRAFT Animals, Wild and Domestic"
"85",25177528778391,5748031941399,"Joanna plays with templates"
"86",25177225324567,4403576257687,"DRAFT Overview of Multnomah County Sheriff's Office (MCSO)"
"87",25174700753943,5748031941399,"JOANNA testing template"
"88",25078956015383,4403576691223,"Community Centers (Portland Parks & Recreation and others)"
"89",25021859089687,24965746580759,"Director Adena Long"
"90",24968764113815,24968713155863,"Heritage Tree 2024- New Designations and Delisting"
"91",24968589682071,24968580181655,"Common Responses"
"92",24968531298327,24968504836375,"Information related to state route ownership and jurisdiction:"
"93",24968508835735,24968408875927,"PBOT Unimproved ROW"
"94",24968478147095,24968408875927,"Easements"
"95",24968421857431,24968408875927,"Portland Pathways FAQ"
"96",24968359396375,24968303186583,"Email TUP Processing"
"97",24968217455383,24967073203863,"Identifying High Voltage Lines"
"98",24968157464471,24967073203863,"Pacific Power"
"99",24968112617751,24967073203863,"Response to Utility Line Clearance Concerns"
"100",24968091827479,24967073203863,"Public Utility Commission"
"101",24968052054807,24967073203863,"Other Utilities"
"102",24968048042007,24967073203863,"PGE"
"103",24967034818455,24966949289239,"Root Barrier Sources"
"104",24966986743703,24966949289239,"Common Inquiries"
"105",24966982644503,24966949289239,"Email Template Revision 2/17/2022"
"106",24965937187607,24964247273623,"Vibrant Communities Support Services"
"107",24965906128151,24965817753239,"Communication Practices and Expectations"
"108",24965811376407,24965746580759,"Parks GIS"
"109",24965705910807,24964222630423,"Portland Building"
"110",24965587403671,24949905903255,"Library"
"111",24965150172439,24949905903255,"Hotel Workstations"
"112",24965144409495,24949905903255,"Parking Validation"
"113",24965080399639,24949905903255,"City Council use of 1900 (2024)"
"114",24964788379799,24949905903255,"Facilities Issues"
"115",24964723917847,24949905903255,"Hosting Guests"
"116",24964632131863,24964222630423,"Effective July 1st, 2024"
"117",24949917422999,24949905903255,"Front Desk Team + Security"
"118",24949697688343,24949584019095,"Avaya Soft Phone System"
"119",24949627580055,24949584019095,"Plantronics Headset Set Up & Troubleshooting"
"120",24949605516439,24949584019095,"Desk Phone"
"121",24949581183511,24949584019095,"Web Phone Manager"
"122",24947392733975,24947089687063,"Code Compliance Team"
"123",24947270524567,24947089687063,"Tree Inventory"
"124",24947172654871,24947089687063,"Organizational Chart"
"125",24947168686487,24947089687063,"Planting Program Staff Assignments"
"126",24946798816407,24946470624279,"PGE Requests"
"127",24946693989015,23355649551767,"IAA vs. Programmatic Permit Requests"
"128",24946631758743,24946470624279,"Parent Folder Set-Up"
"129",24946574339351,24946470624279,"Updated Contact Info for PP Holders"
"130",24946543112087,24946470624279,"Japanese Garden"
"131",24946509612183,24946470624279,"Link to Programmatic Permits"
"132",24945534090519,24944998650007,"1900 Security Contacts"
"133",24945307306391,24944998650007,"4th Floor Map"
"134",24944989590807,24944436402071,"Legal Holds - TBA"
"135",24944957000215,24944436402071,"Tree of Heaven Resources"
"136",24944942798359,24944436402071,"Campsite Reporting"
"137",24944889808663,24944436402071,"Resources for Tree Advocates"
"138",24944846733207,24944436402071,"Tree Donations"
"139",24944777316759,24944436402071,"Wood Chip Requests - Internal"
"140",24944767453847,24944436402071,"Archiving email in trees@inbox"
"141",24944687737623,24944436402071,"Records Requests"
"142",24944555484311,24944436402071,"Media Inquiries"
"143",24944530446871,24944436402071,"Commissioner & Director Emails"
"144",24943786639127,24943242981271,"Tech Workload Tracker"
"145",24943730183191,24943242981271,"BTS Contact"
"146",24943657229591,24943242981271,"Tech help A7 DevHub"
"147",24943613318551,24943242981271,"Technology Orders"
"148",24943458403607,24943242981271,"Admin Requests"
"149",24943461801879,24943242981271,"Cost Objects for Permitting & Regulation Team"
"150",24943381473175,24943242981271,"Training Request Form"
"151",24943332236055,24943242981271,"PP&R Style Guide"
"152",24943305047063,24943242981271,"PPR Letterhead"
"153",24943180068247,24943143277335,"Renewal for CIP UF Permit"
"154",24943176237719,24943143277335,"CIP UF Project Folder"
"155",24943116503447,24943048905623,"BDS Contacts"
"156",24943078745879,24943048905623,"Desktop Set-up"
"157",24942999857815,24942946223639,"Certificate of Liability Insurance"
"158",24941784938007,24940973007255,"Trimet"
"159",24941360608151,24940973007255,"Metro Parks and Nature"
"160",24941371464215,24940973007255,"City of Beaverton"
"161",24941333084951,24940973007255,"ODOT"
"162",24941307247767,24940973007255,"Washington County"
"163",24941288977943,24940973007255,"Clackamas County"
"164",24941226983831,24940973007255,"City of Gresham"
"165",24941198836631,24940973007255,"City of Sandy"
"166",24941174931607,24940973007255,"Port of Portland"
"167",24941132174103,24940973007255,"OSU Extensions"
"168",24940287501079,24772537511959,"Management Strategy by Property Type"
"169",24940280975255,24772537511959,"Chemical Treatments Approved"
"170",24940223752983,24772537511959,"Alternatives to Ash Trees"
"171",24856484520983,10127087627415,"CSZ Found Technology: Lost or Stolen City Laptops, Tablets, iPads, and iPhone Turn-In"
"172",24791648394519,22348906133911,"How to process a Change Request in Zendesk"
"173",24791350882839,22348906133911,"Working in the General Folder in Zendesk SOP"
"174",24772456968727,24772422414231,"Elm Season 2024"
"175",24771705839383,24770452254103,"Public Works Diagrams"
"176",24771646141591,24770452254103,"Shared Trees in Development"
"177",24771623988887,24770452254103,"Street Vacation Permits"
"178",24771584029719,24770452254103,"507 Inspections"
"179",24771532502551,24770452254103,"IVR System Inspection Scheduling"
"180",24771523681559,24770452254103,"FIR (Field Issuance Remodel) Permits"
"181",24771462082583,24770452254103,"Submitting Requests for Code/Regulatory Changes"
"182",24771307108119,24770452254103,"Street Tree Planting Requirements"
"183",24771310647575,24770452254103,"Planting Caliper Requirements"
"184",24771294285207,24770452254103,"SMALL vs Not SMALL Permits"
"185",24771277676311,24770452254103,"UF Review Req'd vs Not Req'd"
"186",24771188974871,24770452254103,"Development Review Summary"
"187",24771217820055,24770452254103,"UF Stamp Text"
"188",24771152606871,24770452254103,"Project Dox Plan Review Login"
"189",24771110033431,24770452254103,"FP Final Plat Permits"
"190",24771022123415,24770452254103,"PBOT Resources"
"191",24771017749783,24770452254103,"Review Turnaround Times"
"192",24770992852503,24770452254103,"BES Resources"
"193",24770937665303,24770452254103,"BDS: Permitting Services Contacts"
"194",24770914804119,24770452254103,"Batch Permits"
"195",24770846952983,24770452254103,"Public Works"
"196",24770832260375,24770452254103,"Paved Planting Strip"
"197",24770792640535,24770452254103,"Fees"
"198",24770711899543,24770452254103,"Refund Requests"
"199",24770737577751,24770452254103,"Wireless Permit Review"
"200",24768574757271,24766858529175,"Debris Piles"
"201",24768508420759,24766858529175,"Prioritization Explanation for Storm Events"
"202",24768531957015,24766858529175,"PBOT Road Closure Map"
"203",24768465747863,24766858529175,"Heritage Trees"
"204",24768437630231,24766858529175,"Auction for Wood"
"205",24768385861399,24766858529175,"PP&R Wood Repurposing Statement"
"206",24768338822039,24766858529175,"Right of Way Property A7 Folder"
"207",24768265047063,24766858529175,"DEA/SB Emergency Smartsheet"
"208",24766822425623,24766415981719,"Pest Management"
"209",24766788299159,24766415981719,"Forest Park"
"210",24766714221463,24766415981719,"Memorials in Parks"
"211",24766659789591,24766415981719,"Park Maps"
"212",24766638850839,24766415981719,"Park Property Who to Call?"
"213",24766517334807,24766415981719,"Japanese Garden"
"214",24766496956951,24766415981719,"SOP Team Contacts"
"215",24763742350615,24762871767063,"PBOT Street Trees and Stop Signs"
"216",24763662303255,24762871767063,"PBOT Development"
"217",24763642966935,24762871767063,"PBOT Maintenance"
"218",24763544820759,24762871767063,"Blocked Signals/Street Signs"
"219",24763503585431,24762871767063,"BES Properties"
"220",24763463874327,24762871767063,"Which bureau/agency owns a City lot?"
"221",24763438847511,24762871767063,"Portland Streetcar"
"222",24763384545175,24762871767063,"IA Request Link"
"223",24763364230807,24762871767063,"Low Limbs and Other Tree/ROW issues"
"224",24763269786135,24762871767063,"Title 33"
"225",24763241392791,24762871767063,"Planning and Zoning Contacts"
"226",24762720503447,24762803729175,"NPUP Interim Process"
"227",24762652052119,24762803729175,"Lighting & Attachment NPUPs"
"228",24762610739223,24762803729175,"NPUP Team Contact Information"
"229",24762235697175,24571217606807,"Fire Risk & Trees"
"230",24762205735191,24571217606807,"Pruning: Pollarding"
"231",24762180789015,24571217606807,"Urban Trail Program TrackIts"
"232",24762160701591,24571217606807,"Urban Trail Program TrackIts"
"233",24762125976471,24571217606807,"Open Development"
"234",24762050255895,24571217606807,"Parking Lot Trees - T33 vs T11"
"235",24761146554647,24571217606807,"Development Permit Statuses"
"236",24761062795159,24571217606807,"Operations: Work Order Smartsheet"
"237",24761056819095,24571217606807,"Chemical Applications"
"238",24761005626007,24571217606807,"Fee Transfer Process & Form"
"239",24761023953815,24571217606807,"Street Tree Planting Permit Processing"
"240",24760941603095,24571217606807,"DevHub Training Environment"
"241",24760883878807,24571217606807,"Portland Pruners"
"242",24760676132503,24571217606807,"Right of Way Maintenance"
"243",24760610375447,24571217606807,"Tree Grates"
"244",24760314186135,24571217606807,"IAA Tree Planting Inquires"
"245",24760302012311,24571217606807,"Utility Locates"
"246",24760206359191,24571217606807,"Fee Waiver Tracking Form"
"247",24760137928599,24571217606807,"Ornamental Lighting Permits"
"248",24684297428631,4403568427799,"Cooling Centers July 2024 Heat Event"
"249",24458512683799,5748031941399,"JOANNA Overview of Oregon Department of Transportation (ODOT)"
"250",24432160090519,24571217606807,"Refund Requests"
"251",24431826947479,24571217606807,"Overlay Zones"
"252",24431381442071,24940973007255,"Multnomah County"
"253",24431352147223,24940961209367,"City of Portland Website Resources"
"254",24431267503255,24941019887511,"SOP for Impacted Sewer/Water lines"
"255",24431163058967,24772422414231,"Elm Season 2023"
"256",24145197313431,5748031941399,"JOANNA: Permits"
"257",24139123580951,5748031941399,"TEMPLATE: Action articles (apply, report, register, etc.)"
"258",24093245478551,5748031941399,"DRAFT Overview of Portland Parks & Recreation"
"259",24086684093719,20708256067863,"Reserving parking to relocate a displaced bus stop"
"260",24075122282775,20831370646423,"Switching company names due to insurance issues"
"261",23959563052055,23355655499031,"Untitled"
"262",23959246185495,23355655499031,"This is a new article"
"263",23945123565847,4403576703767,"November 5, 2024 Election Resources"
"264",23848478242455,23355618139159,"Non-Dev Planting Inspections"
"265",23848461316375,23355618139159,"Non-Dev Removal Replant"
"266",23824269036439,23355618139159,"Non-Dev Removal Replant"
"267",23824173079959,23355618139159,"Non-Dev Overview"
"268",23823955968663,23355618139159,"Non-Dev Overview"
"269",23668283373719,23355618139159,"Untitled"
"270",23650480315031,5748031941399,"DRAFT: Apply for a Block Party Permit"
"271",23616100232727,23355618139159,"Public Records Reqest"
"272",23613648638231,23355655499031,"Quick Steps List"
"273",23612213065111,23355655499031,"Processing Common Emails and Requests"
"274",23612013727895,23355655499031,"Pulling Voicemails"
"275",23611325249559,23355655499031,"DSC Closure"
"276",23611073417495,23355655499031,"Risk Inquiries"
"277",23610706957335,23355655499031,"Public Records Request"
"278",23610190777751,23355655499031,"QS: Tree Removal Application Fee Waiver"
"279",23517078602903,23355655499031,"QS: Permit Application Received: [Address]"
"280",23399189293591,13087329420567,"CSR Protocol: Contact a Supervisor for Urgent Issues"
"281",23371213846935,22348906133911,"Making changes to Parking Reservation Permits"
"282",23355736682007,23355625652759,"Placeholder Article"
"283",23355736131351,23355611673111,"Placeholder Article"
"284",23355745321751,23355655499031,"Placeholder Article"
"285",23355703301271,23355656390807,"Placeholder Article"
"286",23355740586007,23355628133143,"Placeholder Article"
"287",23355709630999,23355644431255,"Placeholder Article"
"288",23355708791319,23355621030679,"Placeholder Article"
"289",23355722141335,23355649551767,"Placeholder Article"
"290",23355706399895,23355650197271,"Placeholder Article"
"291",23355685723799,23355681128983,"Placeholder Article"
"292",23355684477335,23355666168727,"Plateholder Article"
"293",23343942608535,27151053108503,"Info on SafeOregon - School Safety Tip Line"
"294",23174106730391,20708256067863,"Things to check when you’re taking a permit request."
"295",23164468828951,23011418682519,"Site Visit Procedures"
"296",23042911795735,20708256067863,"When to Assign Permits w/ Parking for Review"
"297",23011564396823,23011454232343,"placeholder ROW"
"298",23011588321047,23011422285335,"placeholder ROW"
"299",23011540146455,23011418682519,"placeholder ROW"
"300",22986068255511,27117537108887,"CSZ Public Social Service Courtesy Phone"
"301",22975729802263,17620040339991,"Coordinated Access for Homeless Moving into Transitional or Permanent Housing"
"302",22975716445719,20831370646423,"TSUP Response to Dangerous Buildings"
"303",22974992792599,20831370646423,"Coordinating with PBOT Capital Improvement Projects"
"304",22908363587991,23355625652759,"Guide Access for end-users"
"305",22831760977687,4403568414615,"211 FAQs"
"306",22719718880151,22719715834007,"Placeholder: TSUP Compliance"
"307",22716408914199,27114359222551,"CSZ Sending Outgoing Mail and Interoffice"
"308",22688828410135,22348906133911,"Zendesk Tips and Tricks"
"309",22352875429143,22348906133911,"Processing Applications in Zendesk"
"310",22349568575255,20831390960919,"Intersection Permits"
"311",22349183215511,20619546704919,"Placeholder - Notification Permits"
"312",22349146174231,20629586788759,"Placeholder - Amanda Permits"
"313",22216683797015,20831390960919,"Working Overhead"
"314",22215342955671,20831390960919,"Closures on Permit vs Closures on Traffic Control Plan"
"315",22112714048663,11578953432983,"Information on Ban on Gas Leaf Blowers"
"316",21977977724183,4403568415127,"Fentanyl State of Emergency 2024"
"317",21840940480535,21840903980823,"Template ROW Article"
"318",21441478315031,26929301099927,"Info on PBOT Encroachment/Minor Improvement Permitting and Inspections"
"319",21441382249623,26929248469783,"Info on PBOT Public Works Permitting and Inspections"
"320",21441332389911,26929301099927,"Info on PBOT Utility (Street Opening) Permitting and Inspections"
"321",21297463324439,27126077885463,"Info on No Camping, No RV Parking, No Overnight Parking Signage and Other Deterrents such as Boulders"
"322",21201097046167,27069067428375,"Request Assistance from a City Street Outreach Worker (Portland)"
"323",21173499944599,20831390960919,"Traffic Control Plan (TCP) and Work Space Diagram (WSD) Requirements"
"324",21171976346391,20708256067863,"Reserving Truck Loading Zones in Metered Areas"
"325",21169438157335,20708256067863,"Reserving ""No Parking"" Areas"
"326",21081585553815,27114359222551,"CSZ Paperwork from Community Members"
"327",21022244947479,20708256067863,"Reserving Parking in a Pro-Time Lanes"
"328",20989205574679,20708256067863,"Reserving Hotel Zones"
"329",20982747705623,20831370646423,"Director Park Information"
"330",20871955985047,13087310179223,"Test Accounts"
"331",20775242384663,20708256067863,"Reserving Carshare Spaces"
"332",20766050086295,20708256067863,"Passenger Vehicle Parameters for Reserved Parking Spaces"
"333",20764720287639,20708256067863,"Reserving Parking with Traffic Control"
"334",20751524232471,26954343228567,"Private Property Tree Emergencies"
"335",20734141933847,20708256067863,"Permitting Angled Parking Spaces or Head-In Parking Spaces"
"336",20711056997655,20708256067863,"Unusual Parking Requests: TSUP Guidelines"
"337",20685309549847,4403569045527,"Report a Maintenance Issue in a Park"
"338",20629011866903,17861271280919,"Oregon Board of Licensed Social Workers"
"339",20122695914135,27016089838487,"Portland Winter Ice Rink"
"340",19229114403095,7893301858071,"Info on Federal Bureau of Investigations (FBI)"
"341",18514516937239,26954343228567,"Report a Hazardous Tree"
"342",17865460620695,27095728432663,"Downtown Business Incentive Credit Program - City Revenue Bureau"
"343",17830658801431,4403569063959,"CSZ Portland Building Job Interviews"
"344",17331087944855,26926053579927,"PBOT Door Hangers - Sewer Repair and Curb Ramp Projects"
"345",17219670469911,14450434473879,"Willamette River Water Quality Testing"
"346",17164809970071,4403569078167,"Parks Light Pole Safety Project (2023)"
"347",16889589923095,15191293135895,"Tri-County 911 Service Coordination Program (TC911) - Multnomah County Health Department"
"348",16822362503703,27117537108887,"CSZ Foreign Retirement Pension Benefit Certificate of Life"
"349",16656190718615,26937301663511,"Report a Safety Issue in a Park & Park Rangers Info"
"350",16438434604695,9937020154903,"Zendesk Users - City Partners"
"351",16420947568279,4403576689559,"Find City vehicle Info on AssetWorks"
"352",16182864243735,14402664939543,"Info on WSDOT (Washington State Department of Transportation)"
"353",16096201570199,8034898844439,"988 Suicide & Crisis Lifeline"
"354",15957862751895,9937020154903,"ZD Agent Workspace"
"355",15871080493335,4403576256535,"Info on Metro's Boat Turn-In Program"
"356",15825313063831,9813091555863,"Info on Blanchet House"
"357",15807936593303,4403569063191,"Info on Portland Memory Garden"
"358",15806996536855,17912272189719,"Info on Oregon State Plan for Aging"
"359",15731351067543,10791403392279,"Info on Summer Burn Ban 2024"
"360",15702181744279,4403568423447,"Info on Multnomah County Ombudsperson / Ombudsman"
"361",15624729850647,8034933431191,"Info on Urban Alchemy"
"362",15566031011479,4403569093783,"Special Event Liability Insurance (TULIP)"
"363",15485022634519,26927499795351,"CSZ Bicycle (Bike) Helmets"
"364",15430963166231,17539533051031,"Info on Facility Access Program - Expedited Court Access ID Cards"
"365",15318983256215,26937301663511,"Lost and Found - Portland Parks"
"366",15136469904535,15136519295383,"Info on City of Hood River"
"367",14717655829143,14717654883223,"Info on City of Monmouth"
"368",14685524047639,14449746246039,"Capital Improvement Project Management Office - BES"
"369",14452518310039,4403576686359,"Report Abuse/Suspected Abuse of an Adult"
"370",14402706951063,14402664939543,"Info on Washington State Police (WSP)"
"371",14402509904535,14401011514519,"Info on City of St. Helens"
"372",14401951019543,14401531449879,"Info on Douglas County (General)"
"373",14401542396567,14401011514519,"Info on Columbia County (General)"
"374",14400597745431,14400464733335,"Info on Deschutes County (General)"
"375",14394899024023,14046952561943,"Info on Marion County (General)"
"376",14393628208279,10761834248471,"How to Change or Update PortlandOregon.gov Passwords/Reset Accounts/Personal Contact Information"
"377",14376051608599,17864424950295,"Info on Talking Book and Braille Library"
"378",14372004987415,12330121507351,"Info on Clark County, WA (General)"
"379",14370014859159,6451981368471,"Info on Washington County (General)"
"380",14365191367191,14365146598039,"Info on City of Grants Pass"
"381",14363136489751,6451981368471,"Info on City of North Plains"
"382",14362836550807,10639182199191,"Info on Corbett, Oregon"
"383",14362554166807,6451981368471,"Info on City of Gaston"
"384",14150039469207,14401011514519,"Info on City of Scappoose"
"385",14149206089111,7892889904791,"Info on City of Dundee"
"386",14148533061271,14046952561943,"Info on City of Keizer"
"387",14147812366615,6451981368471,"Info on King City"
"388",14147607618071,7892889904791,"Info on City of Yamhill"
"389",14146050369559,6451981368471,"Info on City of Durham"
"390",14126090337559,7892889904791,"Info on City of Newberg"
"391",14125975031319,10639182199191,"Info on City of Maywood Park"
"392",14080109482007,13087310179223,"CSZ Front Desk Training"
"393",14075343091607,6451981368471,"Info on City of Cornelius"
"394",14075297397271,6452416002583,"Info on City of Milwaukie"
"395",14074921942167,7892933084695,"Info on City of Wilsonville"
"396",14074286280983,6451981368471,"Info on City of Sherwood"
"397",14073630647191,6452416002583,"Info on City of Lake Oswego"
"398",14073603485207,6451981368471,"Info on City of Banks"
"399",14072369017239,6452416002583,"Info on City of Estacada"
"400",14072057412631,6451981368471,"Info on City of Forest Grove"
"401",14049103136407,14046952561943,"Info on City of Salem"
"402",14048946435351,6452416002583,"Info on City of Boring"
"403",14046452174615,6452416002583,"Info on City of Oregon City"
"404",14044456964759,6451981368471,"Info on City of Hillsboro"
"405",14044014399383,6452416002583,"Info on City of Gladstone"
"406",14008907638679,14008951154071,"Info on City of Eugene"
"407",13980325007511,6451981368471,"Info on City of Beaverton"
"408",13980067157783,11631132595223,"Info on Baker County"
"409",13976165524119,6452416002583,"Info on the City of Canby"
"410",13972523518487,27114359222551,"CSZ Public Computer Terminals"
"411",13970562183063,27114359222551,"CSZ Front Desk Printer"
"412",13860539241879,17539551770135,"County Sheriff/Local Law Enforcement Impersonating Scam Calls"
"413",13793407002519,6452416002583,"Info on City of West Linn"
"414",13793086855703,6452416002583,"Info on City of Happy Valley"
"415",13792717537303,12760555168023,"Portland Police Training Division"
"416",13792448154007,6451981368471,"Info on City of Tualatin"
"417",13792138027543,6451981368471,"Info on City of Tigard"
"418",13790410293655,13790375317911,"Info on City of Wood Village "
"419",13789812146711,6452416002583,"Info on City of Sandy"
"420",13788781726103,13788769389335,"Info on City of Troutdale"
"421",13762108420375,6609414555287,"Info on Gresham Capital Projects (Urban Renewal)"
"422",13744195067031,9813030927127,"List of Tax Prep Resources"
"423",13662710891543,26925777069719,"Mailers and Certified Mail from PBOT"
"424",13439273044375,9838228854551,"Info on Bridges"
"425",13266293895447,17971729714839,"Request Records on a Person Who Molested My Child"
"426",13247527973399,27008359326871,"Liquor Licenses - Apply, Renew, Temporary (Special Event)"
"427",13062810572439,9378427503639,"Info on Oregon Walks"
"428",12818353670679,9939959898263,"Winter Storm Emergency - Info on Towed Vehicles"
"429",12668941912471,6609414555287,"Info on Gresham Small Business Assistance"
"430",12590901318167,26952282189079,"What is This Charge from the City on my Credit Card?"
"431",12470236942487,15489224271639,"Info on Multnomah County Library"
"432",12469756283287,27068011511319,"Rapid Entry Lock Boxes for PF&R to Enter in Emergencies"
"433",12445304208663,4403568450711,"Info on Metro Penalty Waivers (Supportive Housing Services)"
"434",12442448028439,12330121507351,"Report a Crime - City of Vancouver"
"435",12418572582295,4403569090455,"Connect Another Law Enforcement Agency with Portland Police (PPB)/BOEC"
"436",12412957830935,8034933431191,"Info on Sunstone Way (formerly All Good Northwest (NW))"
"437",12393440701591,12393439595031,"Info on Multnomah County (General)"
"438",12331060879767,12330121507351,"Info on Clark County 311 Program"
"439",12324753311511,27125704508439,"Info on Temporary Alternative Shelter Sites (TASS)/ Shelter Services"
"440",12248392626071,17912934647319,"Report Child Abuse/Suspected Child Abuse (Hotline)"
"441",12241588077335,27003121088151,"Empowered Communities Program (PP&D)"
"442",12156514945559,12157031476247,"Submit Public Comment to the Police Accountability Commission"
"443",12099174439831,12760555168023,"PPB Public Safety Specialists (PS3s)"
"444",12078088495639,10639182199191,"Info on Portland, Maine 311 Program"
"445",12047427863959,27146705609367,"Info on Portland Winter Light Festival"
"446",11736869078935,9939959898263,"What's Happening on My Street?"
"447",11734245605527,11734216795159,"Info on City of Fairview"
"448",11632425223575,11631132595223,"Info on Baker City"
"449",11625573661207,9812922295831,"Info on NW Natural Bill Discount Program"
"450",11525133242647,17912272189719,"Info on In-Home Care Worker / Caregiver Program"
"451",11524033420055,8034717097495,"DoveLewis Emergency Animal Hospital"
"452",11335649560471,26926053579927,"Info on PBOT Local Road Winter Weather Updates"
"453",11315501318807,5772532606743,"File a Noise Complaint - Beaverton"
"454",11313202939415,4403576685207,"List of Free Multnomah County Library Resources"
"455",11255891459223,17911308380567,"Oregon Physician Orders of Life-Sustaining Treatment (POLST) Program"
"456",10960979404055,9934296161943,"Info on Avraham's Closet"
"457",10959706048407,12393439595031,"Info on 503-988-5090"
